hgnc,hgncMatch
AMMECR1L,ENST00000272647
SLC4A10,ENST00000446997
SCRN3,ENST00000272732
WIPF1,ENST00000392547
KIAA1715,ENST00000272748
TMEFF2,ENST00000272771
UBR3,ENST00000418381
KLHL23,ENST00000392647
CCDC150,ENST00000389175
METTL21A,ENST00000411432
UNC80,ENST00000439458
PTH2R,ENST00000272847
NRP2,ENST00000360409
CPO,ENST00000272852
CASP10,ENST00000286186
ABCA12,ENST00000272895
SPAG16,ENST00000331683
SUMF1,ENST00000272902
NYAP2,ENST00000272907
ACKR3,ENST00000272928
UBE2F,ENST00000272930
HES6,ENST00000272937
ANKMY1,ENST00000391987
DIS3L2,ENST00000325385
CPNE9,ENST00000383832
TAMM41,ENST00000273037
VGLL4,ENST00000430365
RAB5A,ENST00000273047
FAM134A,ENST00000430297
CTDSP1,ENST00000273062
SLC4A3,ENST00000373762
RQCD1,ENST00000273064
MARCH4,ENST00000273067
DNPEP,ENST00000273075
DYNC1LI1,ENST00000273130
RBMS3,ENST00000383767
ACKR2,ENST00000422265
FAM198A,ENST00000430121
CSRNP1,ENST00000273153
SLC25A38,ENST00000273158
SLC22A14,ENST00000273173
CTDSPL,ENST00000273179
STAC,ENST00000273183
IQSEC1,ENST00000273221
RPL32,ENST00000429711
ARL6IP5,ENST00000273258
LRIG1,ENST00000273261
ITIH1,ENST00000273283
LRTM1,ENST00000273286
CNPY2,ENST00000273308
LIMD1,ENST00000273317
ZKSCAN7,ENST00000273320
NXPE3,ENST00000422132
GPR128,ENST00000273352
MYH15,ENST00000273353
ABHD10,ENST00000273359
TAGLN3,ENST00000393917
PLA1A,ENST00000273371
RABL3,ENST00000273375
MAATS1,ENST00000273390
BOC,ENST00000495514
ATP6V1A,ENST00000273398
MED12L,ENST00000474524
EIF2A,ENST00000460851
ALDH1L1,ENST00000273450
RNF7,ENST00000273480
TRPC1,ENST00000476941
NCEH1,ENST00000538775
ISY1,ENST00000273541
FTH1,ENST00000273550
TMEM44,ENST00000392432
KIAA0226,ENST00000296343
AMT,ENST00000273588
TCTA,ENST00000273590
ABHD14A,ENST00000273596
NICN1,ENST00000273598
UCN2,ENST00000273610
CCDC39,ENST00000442201
STXBP5L,ENST00000273666
EAF2,ENST00000273668
ILDR1,ENST00000344209
TM4SF19,ENST00000273695
SLIT2,ENST00000504154
EIF2B5,ENST00000273783
AHSG,ENST00000411641
VWA5B2,ENST00000426955
DGKQ,ENST00000273814
CENPC,ENST00000273853
EPHA5,ENST00000273854
CORIN,ENST00000273857
ATP10D,ENST00000273859
OCIAD2,ENST00000508632
SLC10A4,ENST00000273861
SLC10A6,ENST00000273905
SCD5,ENST00000319540
ENOPH1,ENST00000273920
CABS1,ENST00000273936
GC,ENST00000504199
TRMT10A,ENST00000273962
KLHL8,ENST00000273963
PYURF,ENST00000273968
TBCK,ENST00000273980
CISD2,ENST00000273986
DDIT4L,ENST00000273990
AP1AR,ENST00000274000
SPATA5,ENST00000274008
FABP2,ENST00000274024
CCNA2,ENST00000274026
USP53,ENST00000450251
SETD7,ENST00000274031
NAF1,ENST00000274054
MARCH1,ENST00000503008
SFRP2,ENST00000274063
RPS3A,ENST00000274065
RNF175,ENST00000347063
PDGFC,ENST00000502773
GLRA3,ENST00000274093
ROPN1L,ENST00000503804
NDUFS6,ENST00000274137
MARCH6,ENST00000274140
NKD2,ENST00000296849
CDH18,ENST00000507958
ADAMTS16,ENST00000274181
SRD5A1,ENST00000274192
MYO10,ENST00000513610
FAM105A,ENST00000274217
RPL37,ENST00000274242
SKP2,ENST00000274255
C5orf42,ENST00000425232
OSMR,ENST00000274276
UGT3A1,ENST00000274278
PLK2,ENST00000274289
GZMA,ENST00000274306
PELO,ENST00000274311
PIK3R1,ENST00000521381
HAPLN1,ENST00000274341
BHMT,ENST00000274353
ANKRD31,ENST00000274361
IQGAP2,ENST00000274364
CRHBP,ENST00000274368
RASA1,ENST00000274376
LIX1,ENST00000274382
PAM,ENST00000304400
GTF2H2,ENST00000330280
SPATA9,ENST00000274432
TNFAIP8,ENST00000504771
FEM1C,ENST00000274457
COMMD10,ENST00000274458
ATG12,ENST00000509910
MEGF10,ENST00000274473
ADAMTS19,ENST00000274487
YIPF5,ENST00000274496
ARHGAP26,ENST00000274498
LECT2,ENST00000274507
SLC25A48,ENST00000412661
IL9,ENST00000274520
TIMD4,ENST00000274532
RNF145,ENST00000518802
GABRA6,ENST00000274545
GABRB2,ENST00000274547
LARS,ENST00000394434
SPINK7,ENST00000274565
PCYOX1L,ENST00000274569
GLRA1,ENST00000455880
ZNF300,ENST00000446148
N4BP3,ENST00000274605
NHP2,ENST00000274606
FGF18,ENST00000274625
KCNMB1,ENST00000274629
FAM217A,ENST00000274673
FARS2,ENST00000324331
CDKAL1,ENST00000274695
PSD2,ENST00000274710
LRRTM2,ENST00000274711
ZMAT2,ENST00000274712
GFRA3,ENST00000274721
MRS2,ENST00000378386
HIST1H2BA,ENST00000274764
KAAG1,ENST00000274766
TRIM7,ENST00000274773
HIGD2A,ENST00000274787
PLA2G7,ENST00000274793
RNF44,ENST00000274811
MUT,ENST00000274813
ABT1,ENST00000274849
PPP1R18,ENST00000274853
DAAM2,ENST00000398904
MLIP,ENST00000274897
HMGCLL1,ENST00000398661
SCUBE3,ENST00000274938
FGD2,ENST00000274963
ANO7,ENST00000274979
CRIP3,ENST00000372569
NFKBIE,ENST00000275015
CYP39A1,ENST00000275016
PHIP,ENST00000275034
HMGN3,ENST00000344726
MMS22L,ENST00000275053
PM20D2,ENST00000275072
CD164,ENST00000310786
TBC1D32,ENST00000398212
CLVS2,ENST00000275162
GPR6,ENST00000275169
RNF217,ENST00000359704
TAAR2,ENST00000367931
TAAR6,ENST00000275198
TAAR8,ENST00000275200
TAAR1,ENST00000275216
SLC18B1,ENST00000275227
SLC2A12,ENST00000275230
SHPRH,ENST00000367505
AIG1,ENST00000357847
TIAM2,ENST00000461783
ARID1B,ENST00000346085
QKI,ENST00000361752
PNLDC1,ENST00000610273
SLC22A3,ENST00000275300
VWDE,ENST00000275358
GNA12,ENST00000275364
FERD3L,ENST00000275461
EGFR,ENST00000275493
CDCA5,ENST00000275517
IGFBP3,ENST00000381083
IGFBP1,ENST00000275525
KCTD7,ENST00000510829
SRCRB4D,ENST00000275560
POMZP3,ENST00000310842
CCT6A,ENST00000275603
PSPH,ENST00000395471
SUMF2,ENST00000342190
LAT2,ENST00000460943
ASB15,ENST00000451558
SLC12A9,ENST00000354161
GIGYF1,ENST00000275732
AGBL3,ENST00000436302
STRA8,ENST00000275764
ZC3HAV1L,ENST00000275766
TMEM140,ENST00000275767
EPHA1,ENST00000275815
NOM1,ENST00000275820
NCAPG2,ENST00000409423
ASB10,ENST00000420175
NLGN4X,ENST00000381095
RAB19,ENST00000537763
DENND2A,ENST00000275884
TMEM47,ENST00000275954
SPIN2B,ENST00000333933
CCNB3,ENST00000376042
SLC16A2,ENST00000587091
CDK16,ENST00000276052
ZNF630,ENST00000409324
CHST7,ENST00000276055
NDUFB11,ENST00000276062
RAB41,ENST00000276066
TAF1,ENST00000276072
GPR174,ENST00000276077
NONO,ENST00000276079
AWAT2,ENST00000276101
SNX12,ENST00000374274
ZNF711,ENST00000373165
CPXCR1,ENST00000276127
RIPPLY1,ENST00000276173
TBC1D8B,ENST00000357242
FRMPD3,
HTR2C,ENST00000276198
UPF3B,ENST00000276201
DOCK11,ENST00000276202
ARHGAP36,ENST00000276211
GPR119,ENST00000276218
CT55,ENST00000276241
MFHAS1,ENST00000276282
DLC1,ENST00000276297
FBXO25,ENST00000276326
MAGEA4,ENST00000360243
ATP6V1B2,ENST00000276390
ADRA1A,ENST00000380586
CHRNA6,ENST00000276410
GNRH1,ENST00000276414
BIN3,ENST00000276416
DOK2,ENST00000276420
TNFRSF10B,ENST00000276431
DOCK5,ENST00000276440
STAR,ENST00000276449
ERLIN2,ENST00000276461
SNTG1,ENST00000522124
ST18,ENST00000276480
RGS20,ENST00000297313
TACC1,ENST00000317827
GINS4,ENST00000276533
ARMC1,ENST00000276569
DNAJC5B,ENST00000276570
CRH,ENST00000276571
TRIM55,ENST00000315962
ADHFE1,ENST00000396623
MRPS28,ENST00000276585
LACTB2,ENST00000276590
PRDM14,ENST00000276594
TERF1,ENST00000276603
SLC26A7,ENST00000309536
PSKH2,ENST00000276616
SYBU,ENST00000422135
LRP12,ENST00000276654
RSPO2,ENST00000276659
MAL2,
EIF3H,ENST00000521861
NDUFB9,ENST00000276689
TATDN1,ENST00000276692
FAM83A,ENST00000518448
C8orf76,ENST00000276704
GSDMC,ENST00000276708
ZNF16,ENST00000276816
ARHGAP39,ENST00000377307
SLC39A4,ENST00000301305
NAPRT1,ENST00000449291
UHRF2,ENST00000276893
PLIN2,ENST00000276914
CDKN2B,ENST00000276925
IFNA1,ENST00000276927
ADAMTSL1,ENST00000380548
IFNK,ENST00000276943
FBXO10,ENST00000432825
CNTNAP3B,ENST00000377564
SIGMAR1,ENST00000277010
CEP78,ENST00000376597
NTRK2,ENST00000376214
IDNK,ENST00000376419
ZCCHC6,ENST00000375963
FAM120A,ENST00000277165
C9orf3,ENST00000375315
OR13C4,ENST00000277216
ZNF462,ENST00000277225
OR1K1,ENST00000277309
ALAD,ENST00000409155
ASB6,ENST00000277458
PTGES2,ENST00000338961
CIZ1,ENST00000393608
FAM73B,ENST00000358369
LCN2,ENST00000373017
PAEP,ENST00000479141
IDI2,ENST00000277517
LCN9,ENST00000277526
PNPLA7,ENST00000406427
SEC16A,ENST00000313050
DPH7,ENST00000277540
NOTCH1,ENST00000277541
CACNA1B,ENST00000371372
NACC2,ENST00000371753
PROSER2,ENST00000277570
USP6NL,ENST00000277575
FAM188A,ENST00000277632
CCDC7,ENST00000362006
FAM13C,ENST00000373868
NRBF2,ENST00000277746
TMEM26,ENST00000399298
HERC4,ENST00000395198
GLUD1,ENST00000277865
HTR7,ENST00000336152
RPP30,ENST00000413330
ABLIM1,ENST00000277895
ADD3,ENST00000356080
VAX1,ENST00000369206
NPFFR1,ENST00000277942
TCF7L2,ENST00000543371
SORBS1,ENST00000371247
FUOM,ENST00000368552
PAOX,ENST00000278060
WDR96,ENST00000357060
PPRC1,ENST00000278070
ITPRIP,ENST00000278071
BCCIP,ENST00000368759
BTBD10,ENST00000278174
ADM,ENST00000528655
GAS2,ENST00000454584
LIN7C,ENST00000278193
LRRC4C,ENST00000278198
IMMP1L,ENST00000278200
SAA4,ENST00000278222
CARS,ENST00000380525
PGAP2,ENST00000278243
TUT1,ENST00000308436
SCGB1A1,ENST00000278282
TRIM6,ENST00000380097
ZNF214,ENST00000278314
TNNT3,ENST00000278317
ZNF215,ENST00000278319
HSD17B12,ENST00000278353
APIP,ENST00000395787
PAMR1,ENST00000278360
SLC1A2,ENST00000278379
GLYAT,ENST00000344743
SERPING1,ENST00000278407
OR5F1,ENST00000278409
SSRP1,ENST00000278412
TMX2,ENST00000278422
SLC43A1,ENST00000278426
C11orf49,ENST00000378615
C11orf73,ENST00000278483
CCDC81,ENST00000445632
SESN3,ENST00000536441
ENDOD1,ENST00000278505
CCDC82,ENST00000278520
ACER3,ENST00000532485
TENM4,ENST00000278550
CAPN5,ENST00000278559
PAK1,ENST00000278568
RPS3,ENST00000278572
ZC3H12C,ENST00000278590
C11orf52,ENST00000278601
NPAT,ENST00000278612
ATM,ENST00000278616
AASDHPPT,ENST00000278618
PLCB4,ENST00000378501
LAMTOR1,ENST00000278671
HMBS,ENST00000278715
ST14,ENST00000278742
GGTLC1,ENST00000335694
ZNF343,ENST00000278772
C20orf78,ENST00000278779
OVOL2,ENST00000278780
SMOX,ENST00000305958
MTA2,ENST00000278823
TMEM138,ENST00000278826
FADS3,ENST00000278829
ROM1,ENST00000278833
EML3,ENST00000394773
INCENP,ENST00000394818
ZP1,ENST00000278853
OOSP2,ENST00000278855
WDR74,ENST00000525239
MS4A3,ENST00000278865
PLCH2,ENST00000378486
NINL,ENST00000278886
MS4A2,ENST00000278888
BSCL2,ENST00000433053
EI24,
CHEK1,ENST00000534070
FEZ1,ENST00000278919
ESAM,ENST00000278927
CEP164,ENST00000278935
MPZL2,ENST00000278937
SCN2B,ENST00000278947
MPZL3,ENST00000278949
SIDT2,ENST00000324225
TAGLN,ENST00000532870
DUSP15,ENST00000339738
COMMD7,ENST00000278980
MYL9,ENST00000279022
KIAA1755,ENST00000279024
SLC13A3,ENST00000279027
OCSTAMP,ENST00000279028
PIGT,ENST00000279036
ERGIC3,ENST00000357394
SPINT4,ENST00000279058
CABLES2,ENST00000279101
AIP,ENST00000279146
ORAOV1,ENST00000279147
GPHA2,ENST00000279168
SLC22A9,ENST00000279178
NUDT22,ENST00000279206
FERMT3,ENST00000279227
PLCB3,ENST00000540288
MRPL49,ENST00000279242
CAPN1,ENST00000527323
CDC42EP2,ENST00000544348
FAU,ENST00000529639
TM7SF2,ENST00000279263
VPS51,ENST00000279281
TBX6,ENST00000395224
PPP4C,ENST00000279387
FAM57B,ENST00000380495
HIRIP3,ENST00000279392
TAOK2,ENST00000308893
TMEM219,ENST00000566848
MMP10,ENST00000279441
CNKSR2,ENST00000379510
CNTN5,ENST00000524871
DUSP6,ENST00000279488
KLRF1,ENST00000279544
PRB3,
PRB4,ENST00000279575
OR8K1,ENST00000279783
OR5M9,ENST00000279791
CTF1,ENST00000279804
CWC15,
ARID5B,ENST00000279873
UHRF1BP1L,ENST00000279907
TMEM218,ENST00000455225
KIAA1328,ENST00000280020
FAM124A,ENST00000280057
MIA2,ENST00000280082
CTAGE5,ENST00000396158
HNMT,ENST00000280097
SPOPL,ENST00000280098
LYPD6B,ENST00000409642
PDCD4,ENST00000280154
ADRA2A,ENST00000280155
GPM6A,ENST00000280187
WDR17,ENST00000280190
SPATA4,ENST00000280191
VEGFC,ENST00000280193
CD226,ENST00000280200
DLG2,ENST00000376104
CCDC83,ENST00000280245
PRSS23,ENST00000280258
PPP1R1C,ENST00000280295
C11orf53,ENST00000280325
CCT5,ENST00000280326
FAM173B,ENST00000511437
DOCK1,
DLAT,ENST00000280346
PIH1D2,ENST00000280350
C11orf57,ENST00000393047
IL18,ENST00000280357
TEX12,ENST00000280358
PTS,ENST00000280362
USP15,ENST00000280377
MON2,ENST00000393632
SLC5A12,ENST00000396005
FREM2,ENST00000280481
CRIM1,ENST00000280527
SEC24D,ENST00000280551
DENR,ENST00000280557
ABCB9,ENST00000542678
PITPNM2,ENST00000320201
RILPL2,ENST00000280571
TKTL2,ENST00000280605
PRSS53,ENST00000280606
SLC7A11,ENST00000280612
CCRN4L,ENST00000280614
DCP1B,ENST00000280665
KCNA6,ENST00000433855
THRB,ENST00000396671
NGLY1,ENST00000280700
OXSM,ENST00000280701
LDHC,ENST00000541669
LDHAL6A,ENST00000280706
TMEM86A,ENST00000280734
C12orf45,ENST00000552951
C12orf23,ENST00000280756
BTBD11,ENST00000280758
ANK3,ENST00000280772
UBE3B,ENST00000342494
FAM53B,ENST00000337318
PLBD2,ENST00000280800
SLC2A13,ENST00000280871
GXYLT1,ENST00000398675
DIP2C,ENST00000280886
EIF4E,ENST00000505992
MAT2B,ENST00000321757
AKAP6,ENST00000280979
FAM177A1,ENST00000280987
TMEM18,ENST00000281017
THRSP,ENST00000281030
NDUFC2,ENST00000281031
NARS2,ENST00000281038
MYCN,ENST00000281043
MSGN1,ENST00000281047
NUBPL,ENST00000281081
ATP6V1G3,ENST00000281087
FER,ENST00000281092
NRXN3,ENST00000554719
CDC123,ENST00000281141
SCLT1,ENST00000281142
C4orf33,ENST00000281146
SLC25A31,ENST00000281154
KHDRBS2,ENST00000281156
PTPRO,ENST00000281171
EPS8,ENST00000281172
ACAD8,ENST00000281182
VPS26B,ENST00000281187
QDPR,ENST00000281243
MUC15,ENST00000436318
QTRTD1,ENST00000485050
CGNL1,ENST00000281282
MMAA,ENST00000281317
POU4F2,ENST00000281321
PIGF,ENST00000281382
PPP1R21,ENST00000294952
WDR35,ENST00000345530
ANKAR,ENST00000520309
MFSD6,ENST00000392328
ASAP2,ENST00000281419
FLI1,ENST00000527786
BARX2,ENST00000281437
TMEM45B,ENST00000281441
CENPU,ENST00000281453
ACSL1,ENST00000515030
SLC25A4,ENST00000281456
AMN1,ENST00000281471
BICD1,ENST00000281474
VWA8,ENST00000379310
CCDC122,ENST00000444614
NBAS,ENST00000281513
ZNF385D,ENST00000281523
GUF1,ENST00000281543
CCDC175,ENST00000537690
PABPC3,ENST00000281589
FBXO4,ENST00000281623
PARP8,ENST00000281631
NVL,ENST00000281701
GLT1D1,ENST00000281703
RBM46,ENST00000281722
TXNDC16,ENST00000281741
KANSL1L,ENST00000281772
MCHR2,ENST00000281806
NBPF9,
EPHA4,ENST00000281821
FARSB,ENST00000281828
KCNE4,ENST00000281830
TNFSF4,ENST00000281834
MZT2B,ENST00000281871
CFC1B,ENST00000281882
MGAT5,ENST00000409645
TMEM163,ENST00000281924
MED13L,ENST00000281928
GPATCH11,ENST00000409774
HSPB8,ENST00000281938
GEMIN6,ENST00000281950
TMEM178A,ENST00000281961
RNF219,ENST00000282003
CYSLTR2,ENST00000282018
GRID2,ENST00000282020
ARL11,ENST00000282026
RIT2,ENST00000326695
SETBP1,ENST00000282030
ARL14EP,ENST00000282032
EPG5,ENST00000282041
ATP5A1,ENST00000282050
HAUS1,ENST00000282058
C18orf25,ENST00000282059
SPC25,ENST00000282074
G6PC2,ENST00000375363
PDK1,ENST00000282077
PTH,ENST00000282091
PDE3B,ENST00000282096
TCF7L1,ENST00000282111
TGOLN2,ENST00000409232
CRYGC,ENST00000282141
KCNK13,ENST00000282146
ATG10,ENST00000282185
SPOCK1,ENST00000394945
FAM151B,ENST00000282226
GUCY1A2,ENST00000282249
CWF19L2,ENST00000282251
HOMER1,ENST00000334082
XRCC4,ENST00000511817
ANKRD44,ENST00000409919
MARS2,ENST00000282276
BOLL,ENST00000321801
ZNF547,ENST00000282282
ZNF304,ENST00000391705
ZNF773,ENST00000282292
ZNF551,ENST00000282296
ZNF256,ENST00000282308
ZSCAN1,ENST00000282326
CACNB2,ENST00000324631
USP12,ENST00000282344
CAMK4,ENST00000282356
TRIM36,ENST00000282369
TMED7-TICAM2,ENST00000282382
ZFP36L2,ENST00000282388
PAN3,ENST00000380958
FLT1,ENST00000282397
PLEKHH2,ENST00000282406
PPM1B,ENST00000282412
YAP1,ENST00000282441
IGSF10,ENST00000282466
SPEF2,ENST00000356031
SPARCL1,ENST00000418378
DSPP,ENST00000399271
DMP1,ENST00000339673
MBNL1,ENST00000282486
PDZD2,ENST00000438447
GRIA4,ENST00000282499
UGT3A2,ENST00000282507
NADK2,ENST00000381937
NIPBL,ENST00000282516
GADL1,ENST00000282538
GPD1L,ENST00000282541
OTX1,ENST00000282549
GJA1,ENST00000282561
GMCL1,ENST00000282570
CCNO,ENST00000282572
TIA1,ENST00000433529
SLC30A6,ENST00000379343
ITGA1,ENST00000282588
JADE2,ENST00000395003
CATSPER3,ENST00000282611
FAM21A,ENST00000282633
A1CF,ENST00000373995
TCTEX1D1,ENST00000282670
LIPA,ENST00000336233
BMP3,ENST00000282701
HHEX,ENST00000282728
GRM1,ENST00000361719
GGPS1,ENST00000282841
ADAMTS18,ENST00000282849
ZNF117,ENST00000282869
RAB3C,ENST00000282878
IFLTD1,ENST00000458174
RASSF8,ENST00000405154
RAD17,ENST00000509734
MED21,ENST00000282892
PLOD2,ENST00000282903
STK32B,ENST00000282908
JAKMIP1,ENST00000409021
ZIC1,ENST00000282928
CPB1,ENST00000491148
MR1,ENST00000367580
SRP19,ENST00000505459
CENPH,ENST00000283006
TEKT5,ENST00000283025
NUBP1,ENST00000283027
TXNDC11,ENST00000283033
ACMSD,ENST00000356140
RIOK2,ENST00000283109
CETN3,ENST00000283122
GYPB,ENST00000502664
SMARCA5,ENST00000283131
SYCP2L,ENST00000283141
BMP6,ENST00000283147
UXS1,ENST00000283148
RASSF3,ENST00000542104
HNRNPU,ENST00000283179
RANBP2,ENST00000283195
TMEM87B,ENST00000283206
OR14K1,
PTPRR,ENST00000283228
CCDC148,ENST00000283233
PLA2R1,ENST00000283243
ITGB6,ENST00000283249
SCN3A,ENST00000283254
SCN2A,ENST00000357398
FEZF2,ENST00000283268
CADPS,ENST00000383710
CD96,ENST00000283285
ATG3,ENST00000283290
GPR110,ENST00000371253
GPR115,ENST00000283303
FRMD1,ENST00000283309
TRAPPC8,ENST00000283351
FAM81B,ENST00000283357
LPCAT1,ENST00000283415
PLEKHG4B,ENST00000283426
NMRAL1,ENST00000574733
ZDHHC11,ENST00000283441
UBALD1,ENST00000283474
TCP10L2,ENST00000366832
TMEM251,ENST00000415050
TEX29,ENST00000283547
SPACA7,ENST00000283550
ATP11A,ENST00000487903
UBP1,ENST00000283629
RMND5A,ENST00000283632
CD8A,ENST00000409511
TUBGCP5,ENST00000283645
RPIA,ENST00000283646
ATP8B1,ENST00000536015
VILL,ENST00000283713
SERPINB3,ENST00000283752
HGD,ENST00000283871
GTF2E1,ENST00000283875
CFDP1,ENST00000283882
TGIF2LX,ENST00000561129
C7orf31,ENST00000409280
TMPRSS11D,ENST00000283916
HOXA10,ENST00000283921
JAZF1,ENST00000283928
KCNJ16,ENST00000392670
TRIP12,ENST00000283943
FBXO36,ENST00000283946
PGM3,ENST00000506587
CEBPG,ENST00000284000
KCTD15,ENST00000430256
MCOLN2,ENST00000370608
DDAH1,ENST00000284031
ERBB2IP,ENST00000506030
CHD1,ENST00000284049
DGKE,ENST00000284061
MSI2,ENST00000284073
HS3ST3A1,ENST00000284110
GDPD1,ENST00000284116
SEMA3D,ENST00000284136
ASB17,ENST00000284142
GRAP,ENST00000284154
IMPACT,ENST00000284202
ANKRD29,ENST00000592179
CHST9,ENST00000284224
THY1,ENST00000284240
C16orf74,ENST00000284245
TBCEL,ENST00000422003
JPH3,ENST00000284262
ANKH,ENST00000284268
UBASH3B,ENST00000284273
FAM105B,ENST00000284274
OR8A1,ENST00000284287
PANX3,ENST00000284288
TBRG1,ENST00000441174
NRGN,ENST00000284292
GPR15,ENST00000284311
TOMM70A,ENST00000284320
ABI3BP,ENST00000284322
CC2D1B,ENST00000371586
CERS3,ENST00000284382
PRKCA,ENST00000413366
LRRK1,ENST00000388948
ABCA6,ENST00000284425
C4orf19,ENST00000284437
UCHL1,ENST00000284440
DISP1,ENST00000284476
C8orf12,
TNIK,ENST00000436636
FAM167A,ENST00000284486
NEIL2,ENST00000284503
ATP8B4,ENST00000284509
WNT3A,ENST00000284523
OBSCN,ENST00000570156
TRIM11,ENST00000284551
GSTA5,ENST00000370989
ENAH,ENST00000366844
PPP1R3A,ENST00000284601
CCSAP,ENST00000284617
ASZ1,ENST00000284629
SH3RF1,ENST00000284637
OSCAR,ENST00000359649
KLHL41,ENST00000284669
GPR26,ENST00000284674
DHX32,ENST00000284690
C10orf90,ENST00000284694
OLA1,ENST00000284719
ATP5G3,ENST00000284727
PDLIM3,ENST00000284770
SORBS2,ENST00000355634
TCEB1,ENST00000518127
LY96,ENST00000284818
TMSB4Y,ENST00000284856
CXADR,ENST00000284878
C21orf91,ENST00000284881
TMPRSS15,ENST00000284885
NCAM2,ENST00000400546
L3MBTL4,ENST00000284898
SEL1L2,ENST00000378072
RABGEF1,ENST00000284957
ATP5J,ENST00000457143
ADAMTS1,ENST00000284984
ADAMTS5,ENST00000284987
TSEN2,ENST00000284995
SLFN13,ENST00000285013
WNT7A,ENST00000285018
XPC,ENST00000285021
C17orf50,ENST00000285023
MYO5B,ENST00000285039
FGD5,ENST00000285046
FLCN,ENST00000285071
OXNAD1,ENST00000285083
ACAA2,ENST00000285093
CXXC1,ENST00000412036
SKA1,ENST00000285116
PPP4R1,ENST00000400556
PIEZO2,
USP43,ENST00000285199
SAMD14,ENST00000503131
RAB6B,ENST00000285208
ABCC3,ENST00000285238
ANKRD40,ENST00000285243
CA10,ENST00000451037
ZNF286B,ENST00000545289
VOPP1,ENST00000285279
MRPS17,ENST00000285298
DKK2,ENST00000285311
CA2,ENST00000285379
CA3,ENST00000285381
ATP6V0D2,ENST00000285393
AK9,ENST00000424296
ERCC3,ENST00000285398
ODF1,ENST00000285402
KLF10,ENST00000285407
TMEM55A,ENST00000285419
OTUD6B,ENST00000285420
AGPAT5,ENST00000285518
MAN2B2,ENST00000285599
OR4K1,ENST00000285600
MARVELD1,
HSPA13,ENST00000285667
SAMSN1,ENST00000285670
USP25,ENST00000285679
GRAMD3,ENST00000513040
C16orf87,ENST00000285697
RHOC,ENST00000285735
LONP2,ENST00000285737
HEATR3,ENST00000299192
TRIM74,ENST00000285805
NIFK,ENST00000285814
OXA1L,ENST00000285848
SLC7A7,ENST00000397532
CCDC146,ENST00000285871
GEMIN5,ENST00000285873
MAGEC1,ENST00000285879
CNOT8,ENST00000517876
GRIA1,ENST00000518783
BOD1,ENST00000311086
LRGUK,ENST00000285928
AKR1B1,ENST00000285930
SETD9,ENST00000285947
CYP26C1,ENST00000285949
NUP205,ENST00000285968
CYP2C18,ENST00000285979
C1orf112,ENST00000286031
PDE11A,ENST00000286063
C10orf12,ENST00000286067
RBM45,ENST00000286070
PDIA4,ENST00000286091
KDM8,ENST00000441782
BANP,ENST00000393207
PDZD9,ENST00000537222
OTOA,ENST00000388958
PPIL3,ENST00000286175
FAM126B,ENST00000418596
ALS2CR12,ENST00000405148
ALS2CR11,ENST00000439140
TMEM237,ENST00000409883
FZD7,ENST00000286201
DEPTOR,ENST00000286234
SLC26A2,ENST00000286298
CSF1R,ENST00000286301
LSM11,ENST00000286307
MED7,ENST00000286317
TAB2,ENST00000367456
SLC24A2,ENST00000341998
TRIM42,ENST00000286349
ACPL2,ENST00000286353
ADCY8,ENST00000286355
RASA2,ENST00000286364
ATP1B3,ENST00000286371
RAET1L,ENST00000367341
SMC2,ENST00000286398
TMBIM4,ENST00000358230
VBP1,ENST00000286428
AFF2,ENST00000370460
GRIP1,ENST00000398016
KIF5A,ENST00000455537
NAT2,ENST00000286479
MAGEA8,ENST00000535454
PSD3,ENST00000327040
ARHGEF25,ENST00000333972
ELMSAN1,ENST00000286523
FAM161B,ENST00000286544
GNAQ,ENST00000286548
WIF1,ENST00000286574
UGT2A1,ENST00000514019
MMP16,ENST00000286614
ADK,ENST00000286621
KCNMA1,ENST00000404857
BATF,ENST00000286639
DCK,ENST00000286648
TTLL5,ENST00000298832
ADAMTS3,ENST00000286657
NDUFAF6,ENST00000396124
C8orf37,ENST00000286688
DRAM2,ENST00000286692
STOM,ENST00000286713
PPEF2,ENST00000286719
C15orf26,ENST00000286732
NAAA,ENST00000286733
ADAMTSL3,ENST00000286744
SLC28A1,ENST00000394573
CXCL13,ENST00000286758
WHAMM,ENST00000286760
CCT8,ENST00000286788
MAP3K7CL,ENST00000399947
NAA11,ENST00000286794
BACH1,ENST00000399921
CLDN17,ENST00000286808
CLDN8,ENST00000399899
TSPAN7,ENST00000378482
TIAM1,ENST00000286827
SCAF4,ENST00000286835
ANKRD9,ENST00000286918
C14orf2,ENST00000414262
FUT6,ENST00000318336
PCDH1,ENST00000287008
GDF6,ENST00000287020
UQCRB,ENST00000518406
MTERFD1,ENST00000287025
RPL30,ENST00000521291
KCNS2,ENST00000287042
TYSND1,ENST00000287078
CD109,ENST00000287097
NODAL,ENST00000287139
PRG3,ENST00000287143
UBE2L6,ENST00000287156
ZDHHC5,ENST00000287169
CELF6,ENST00000287202
ZFAND3,ENST00000287218
NPTN,ENST00000345330
KAT6B,ENST00000287239
RAB11FIP1,ENST00000330843
UNC5D,ENST00000404895
GLYATL2,ENST00000287275
AIFM1,ENST00000287295
BAG4,ENST00000287322
TBC1D31,ENST00000287380
WDYHV1,ENST00000287387
ATAD2,ENST00000287394
NSMCE2,ENST00000287437
ZNF689,ENST00000287461
FBRS,
