GENE	synRVIS	synRVIS.centile	synRVIS_RSCU	synRVIS_RSCU.centile	synGERP	synGERP.centile
AIFM1	0.64	0.78	-0.65	0.17	0.83	0.11
AIFM2	1.97	0.96	0.49	0.76	-0.56	0.45
AIFM3	-0.71	0.14	-0.77	0.12	-0.88	0.57
AIG1	-0.27	0.51	0.75	0.84	0.45	0.17
AIM1	-0.63	0.18	-0.97	0.07	-1.79	0.85
AIM2	0.82	0.84	-0.46	0.32	-1.75	0.84
AIMP1	-0.3	0.49	0.72	0.84	-0.31	0.36
AIMP2	0.68	0.8	0.44	0.74	-2.49	0.95
AIP	-0.55	0.24	1.49	0.93	-0.71	0.51
AIPL1	-0.52	0.26	0.48	0.76	-1.15	0.67
AIRE	-0.49	0.29	0.51	0.77	-1.54	0.79
AJAP1	-0.42	0.35	-0.46	0.32	-0.94	0.6
AJUBA	0.74	0.82	0.51	0.77	0.34	0.19
AK1	-0.27	0.51	-0.29	0.47	-0.12	0.3
AK2	-0.35	0.43	-0.38	0.39	-0.42	0.4
AK3	-0.32	0.46	-0.34	0.42	-0.32	0.37
AK4	-0.29	0.49	-0.32	0.45	-1.73	0.84
AK5	-0.7	0.14	0.29	0.7	-0.96	0.6
AK7	-0.86	0.09	-0.93	0.08	-3.2	0.98
AK8	0.7	0.8	0.46	0.75	-1.32	0.72
AK9	-1.01	0.06	-0.05	0.64	-1.25	0.7
AKAP1	0.04	0.69	0.8	0.86	-1.93	0.87
AKAP10	-0.65	0.17	0.34	0.71	1.66	0.04
AKAP11	0.39	0.73	1.93	0.96	-0.7	0.51
AKAP12	-2.11	0.01	-1.23	0.04	-4.21	1
AKAP13	2.54	0.98	-0.81	0.11	-1.9	0.87
AKAP14	-0.2	0.59	-0.22	0.54	-0.89	0.58
AKAP17A	-0.96	0.07	0	0.65	-1.42	0.75
AKAP3	0.24	0.7	1.01	0.88	-1.53	0.79
AKAP4	3.04	0.98	1.37	0.91	-0.83	0.56
AKAP5	-0.45	0.32	0.56	0.78	-1.22	0.69
AKAP6	1.01	0.89	0.22	0.68	-0.08	0.29
AKAP7	-0.32	0.46	-0.35	0.41	0.05	0.25
AKAP8	-0.94	0.07	-1.02	0.06	-2.71	0.96
AKAP8L	-0.67	0.16	-0.72	0.14	-0.51	0.43
AKAP9	-1.22	0.03	-1.9	0.01	-0.06	0.29
AKIP1	-0.27	0.51	-0.29	0.47	-0.28	0.36
AKIRIN1	-0.23	0.56	-0.25	0.52	1.75	0.03
AKIRIN2	-0.22	0.57	-0.24	0.52	2.11	0.02
AKNA	2.05	0.96	4.48	1	-1.37	0.74
AKNAD1	0.43	0.73	1.21	0.9	-0.52	0.44
AKR1A1	-0.41	0.36	-0.44	0.33	-0.12	0.3
AKR1B1	0.8	0.84	0.57	0.79	-0.97	0.61
AKR1B10	-0.49	0.28	-0.54	0.25	-1.4	0.75
AKR1B15	2.05	0.96	0.59	0.79	-0.75	0.53
AKR1C1	-0.41	0.36	-0.45	0.32	-1.29	0.71
AKR1C2	-0.45	0.32	0.55	0.78	-1.2	0.69
AKR1C3	-0.39	0.38	-0.43	0.34	-1.3	0.72
AKR1C4	-0.45	0.32	-0.49	0.28	-1.87	0.86
AKR1D1	-0.42	0.35	-0.46	0.32	-1.82	0.85
AKR1E2	-0.3	0.49	0.72	0.84	-2.07	0.9
AKR7A2	-0.37	0.41	-0.4	0.37	-0.27	0.35
AKR7A3	0.6	0.77	3.49	0.99	-0.14	0.31
AKT1	4.12	0.99	3.28	0.99	-1.27	0.71
AKT1S1	-0.21	0.58	-0.23	0.54	-1.69	0.83
AKT2	-0.63	0.18	-0.68	0.16	-1.23	0.69
AKT3	-0.52	0.26	-0.57	0.23	1.83	0.03
AKTIP	-0.37	0.41	-0.4	0.37	-0.05	0.29
ALAD	0.7	0.8	0.46	0.75	-0.55	0.45
ALAS1	0.36	0.72	-0.95	0.07	-1.64	0.82
ALAS2	-0.56	0.23	-0.61	0.2	0.75	0.12
ALB	0.58	0.77	-0.72	0.14	-1.88	0.87
ALCAM	-0.79	0.11	1.24	0.9	0	0.27
ALDH16A1	1.72	0.94	1.27	0.9	-1.71	0.83
ALDH18A1	-0.94	0.07	-1.02	0.06	-0.7	0.51
ALDH1A1	-0.6	0.2	-0.65	0.17	-1.79	0.85
ALDH1A2	0.48	0.74	0.23	0.69	-1.11	0.65
ALDH1A3	-0.62	0.19	-0.67	0.16	-2.13	0.91
ALDH1B1	-0.83	0.1	-0.9	0.08	-2.32	0.93
ALDH1L1	0.15	0.69	-0.13	0.61	-1.36	0.74
ALDH1L2	0.25	0.71	-1.07	0.05	-1.64	0.82
ALDH2	-0.68	0.15	-0.74	0.13	-1.57	0.8
ALDH3A1	1.75	0.94	1.3	0.91	-1.44	0.76
ALDH3A2	-0.47	0.3	-0.52	0.27	-1.23	0.69
ALDH3B2	-0.49	0.29	-0.53	0.25	-0.78	0.54
ALDH4A1	-0.66	0.16	1.37	0.91	-0.72	0.51
ALDH5A1	-0.51	0.26	-0.56	0.23	-2.18	0.92
ALDH6A1	-0.61	0.19	-0.67	0.17	0.61	0.14
ALDH7A1	0.65	0.79	0.41	0.73	-1.23	0.69
ALDH8A1	-0.63	0.18	-0.68	0.16	-2.06	0.9
ALDH9A1	-0.64	0.17	-0.69	0.15	-2.25	0.92
ALDOA	-0.78	0.11	0.2	0.68	0.21	0.21
ALDOB	-0.55	0.23	-0.6	0.2	-0.06	0.29
ALDOC	-0.43	0.34	-0.47	0.31	0.55	0.15
ALG1	0.54	0.76	1.34	0.91	-1.19	0.68
ALG10	-0.52	0.26	0.48	0.76	-2	0.89
ALG10B	0.79	0.83	-0.49	0.29	-0.97	0.61
ALG11	-0.54	0.24	-0.59	0.21	-1.55	0.79
ALG12	1.57	0.93	0.06	0.66	-2.9	0.97
ALG13	-0.75	0.12	0.23	0.69	0.85	0.11
ALG14	-0.36	0.42	-0.39	0.38	-1	0.62
ALG1L	0.87	0.86	-0.39	0.37	-1.01	0.62
ALG2	-0.55	0.23	0.44	0.74	-1.46	0.77
ALG3	-0.51	0.27	-0.55	0.24	0.19	0.22
ALG5	-0.37	0.41	-0.4	0.37	0.51	0.15
ALG6	-0.55	0.23	1.49	0.93	-0.57	0.46
ALG8	-0.47	0.3	-0.52	0.27	0.11	0.24
ALG9	0.68	0.8	-0.61	0.2	0.03	0.26
ALK	1.39	0.92	0.63	0.81	-1.11	0.66
ALKBH1	-0.4	0.37	0.61	0.8	-1.55	0.79
ALKBH2	-0.3	0.48	-0.33	0.44	-2.52	0.95
ALKBH3	0.92	0.87	0.7	0.83	-1.28	0.71
ALKBH4	-0.41	0.36	-0.45	0.32	-1.7	0.83
ALKBH5	-0.72	0.14	0.26	0.69	-0.13	0.31
ALKBH6	-0.2	0.59	-0.22	0.54	-0.98	0.61
ALKBH7	-0.28	0.51	-0.3	0.46	-1.74	0.84
ALKBH8	-0.24	0.55	-0.27	0.5	-0.16	0.31
ALLC	-0.46	0.31	-0.5	0.28	-3.08	0.98
ALMS1	-2.2	0	-5.05	0	-0.05	0.28
ALOX12	0.6	0.77	0.36	0.72	0.3	0.2
ALOX12B	0.48	0.74	0.22	0.68	-1.37	0.74
ALOX15	0.34	0.72	-0.97	0.07	-0.81	0.55
ALOX15B	1.73	0.94	3.37	0.99	-1.67	0.82
ALOX5	0.4	0.73	-0.91	0.08	-0.87	0.57
ALOX5AP	-0.24	0.55	-0.26	0.51	-2.01	0.89
ALOXE3	-0.89	0.08	0.08	0.66	-0.5	0.43
ALPI	-0.75	0.12	0.23	0.69	-2.7	0.96
ALPK1	1.22	0.91	-1.36	0.03	-2.2	0.92
ALPK2	1.13	0.91	0.34	0.71	-1.8	0.85
ALPK3	0.35	0.72	-0.21	0.55	-1.44	0.76
ALPL	-0.87	0.09	-0.94	0.07	-0.82	0.55
ALPP	-0.66	0.16	0.33	0.71	-1.17	0.68
ALPPL2	0.58	0.77	0.34	0.71	-1.14	0.66
ALS2	0.55	0.76	-1.03	0.06	-0.59	0.47
ALS2CL	-0.97	0.07	1.04	0.88	-0.86	0.57
ALS2CR11	0.67	0.79	-0.62	0.19	0.24	0.21
ALS2CR12	-0.5	0.28	-0.54	0.24	-0.14	0.31
ALX1	-0.47	0.3	0.53	0.77	1.71	0.03
ALX3	-0.38	0.39	-0.42	0.35	-0.04	0.28
ALX4	3.18	0.99	3.6	0.99	-0.21	0.33
ALYREF	-0.43	0.34	-0.47	0.31	-1.72	0.83
AMACR	-0.29	0.49	-0.32	0.45	-1.29	0.72
AMBN	0.69	0.8	0.45	0.75	-0.22	0.33
AMBP	0.74	0.81	-0.54	0.24	-1.49	0.78
AMBRA1	-0.24	0.55	-0.55	0.24	0.87	0.1
AMD1	-0.39	0.38	-0.43	0.34	3.31	0
AMDHD1	-0.36	0.42	-0.39	0.38	-0.76	0.53
AMDHD2	-0.99	0.06	-1.07	0.05	-1.07	0.64
AMELX	-0.3	0.48	-0.33	0.44	2.47	0.01
AMER1	-0.92	0.08	-0.99	0.07	0.51	0.15
AMER2	-0.62	0.19	-0.67	0.16	-0.23	0.34
AMER3	-1.22	0.03	-1.32	0.03	-2.2	0.92
AMFR	-0.66	0.16	-0.72	0.14	-1.03	0.63
AMH	-0.23	0.56	-0.25	0.52	-2.19	0.92
AMHR2	-0.57	0.22	-0.62	0.19	0.06	0.25
AMICA1	-0.46	0.31	-0.5	0.28	-1.01	0.62
AMIGO1	-0.69	0.15	0.29	0.7	0.3	0.19
AMIGO2	1.72	0.94	1.27	0.9	-2.17	0.91
AMIGO3	0.5	0.75	0.24	0.69	-1.78	0.85
AMMECR1	-0.19	0.6	-0.21	0.56	2.53	0.01
AMMECR1L	-0.47	0.3	-0.51	0.27	2.43	0.01
AMN	0.95	0.88	-0.31	0.46	-0.62	0.48
AMN1	-0.26	0.52	-0.29	0.48	-0.53	0.44
AMOT	0.62	0.78	0.38	0.72	0.3	0.19
AMOTL1	0.23	0.7	-1.09	0.05	-1.86	0.86
AMOTL2	0.25	0.71	-1.07	0.05	-1.38	0.74
AMPD1	-0.9	0.08	-0.97	0.07	-0.18	0.32
AMPD2	-1.08	0.05	-1.17	0.04	0.13	0.23
AMPD3	0.17	0.7	-0.11	0.63	-0.59	0.46
AMPH	0.37	0.72	0.1	0.66	-1.87	0.86
AMT	-0.65	0.17	-0.7	0.15	-0.3	0.36
AMTN	0.93	0.87	0.71	0.83	-0.55	0.45
AMY1A	-0.1	0.67	-0.12	0.62	-0.28	0.36
AMY1C	-0.12	0.66	-0.13	0.62	-0.49	0.43
AMY2A	-0.19	0.6	-0.21	0.56	-0.55	0.45
AMY2B	-0.58	0.21	0.41	0.74	-0.61	0.47
AMZ1	-0.57	0.22	0.43	0.74	-1.56	0.8
AMZ2	-0.37	0.41	-0.4	0.37	-1.21	0.69
ANAPC1	1.19	0.91	-0.35	0.42	-0.97	0.61
ANAPC10	-0.24	0.55	-0.27	0.5	1.49	0.05
ANAPC11	0.92	0.87	-0.34	0.42	0.71	0.12
ANAPC13	-0.14	0.64	-0.16	0.6	-2.16	0.91
ANAPC15	-0.2	0.59	0.83	0.86	0.54	0.15
ANAPC16	-0.2	0.59	-0.22	0.54	0.31	0.19
ANAPC2	-1.37	0.02	-1.49	0.02	-1.46	0.77
ANAPC4	-0.74	0.13	1.29	0.9	-0.63	0.48
ANAPC5	0.33	0.72	0.06	0.65	-1.09	0.65
ANAPC7	0.62	0.78	0.38	0.72	-0.11	0.3
ANG	-0.25	0.54	-0.27	0.5	-0.32	0.37
ANGEL1	0.37	0.72	0.11	0.66	0.22	0.21
ANGEL2	-0.62	0.19	-0.67	0.16	0.65	0.13
ANGPT1	0.76	0.82	-0.52	0.27	1.3	0.06
ANGPT2	1.68	0.93	1.22	0.9	-3.53	0.99
ANGPT4	1.77	0.94	1.32	0.91	-0.5	0.43
ANGPTL1	-0.58	0.21	0.41	0.74	-0.72	0.51
ANGPTL2	-0.8	0.11	0.18	0.67	-0.45	0.41
ANGPTL3	-0.53	0.25	-0.58	0.22	0.03	0.26
ANGPTL4	2.09	0.96	2.71	0.98	-1.89	0.87
ANGPTL5	-0.41	0.36	0.6	0.8	0.02	0.26
ANGPTL6	0.91	0.87	1.74	0.95	-1.59	0.8
ANGPTL7	-0.49	0.29	-0.53	0.25	-0.88	0.57
ANK1	1.02	0.89	5.46	1	-0.9	0.58
ANK2	-2	0.01	-3.79	0	-1.93	0.88
ANK3	-1.46	0.02	-0.36	0.41	0.06	0.25
ANKAR	-0.01	0.68	-0.31	0.46	-1.09	0.65
ANKDD1A	-0.69	0.15	-0.74	0.13	-0.96	0.6
ANKEF1	-0.9	0.08	0.06	0.66	-1.74	0.84
ANKFN1	2.87	0.98	0.14	0.67	1.07	0.08
ANKFY1	0.93	0.87	-1.67	0.01	-1.4	0.75
ANKH	0.48	0.74	0.23	0.69	-1.66	0.82
ANKHD1	-2.52	0	-2.72	0	1.93	0.02
ANKIB1	1.66	0.93	0.16	0.67	0.33	0.19
ANKK1	-0.71	0.14	-0.77	0.12	-0.82	0.55
ANKLE2	1.15	0.91	0.66	0.82	-2.58	0.95
ANKMY1	0.03	0.69	0.79	0.85	-1.68	0.82
ANKMY2	0.71	0.81	-0.57	0.22	-1.4	0.75
ANKRA2	-0.36	0.41	-0.39	0.37	0.39	0.18
ANKRD1	-0.47	0.3	-0.51	0.27	-0.46	0.42
ANKRD10	-0.53	0.25	-0.58	0.22	-0.88	0.58
ANKRD11	-0.59	0.2	-1.51	0.02	-3.82	1
ANKRD12	-0.87	0.09	-1.23	0.04	1.02	0.09
ANKRD13A	-0.61	0.19	-0.66	0.17	-1.29	0.72
ANKRD13B	-0.61	0.19	-0.67	0.17	-0.19	0.33
ANKRD13C	1.89	0.95	-0.64	0.18	1.6	0.04
ANKRD13D	0.58	0.77	0.34	0.71	-0.61	0.47
ANKRD16	0.79	0.83	2.65	0.98	-1.77	0.84
ANKRD17	-0.26	0.53	-2.95	0	2.11	0.02
ANKRD2	-0.26	0.53	-0.28	0.49	-0.95	0.6
ANKRD22	-0.3	0.49	0.72	0.84	-1.65	0.82
ANKRD23	-0.32	0.46	-0.34	0.42	-0.72	0.51
ANKRD24	-0.62	0.19	-0.67	0.16	-2.28	0.93
ANKRD26	1.97	0.96	-1.88	0.01	-1.52	0.78
ANKRD27	3.59	0.99	3.76	0.99	-2.14	0.91
ANKRD28	0.37	0.72	0.1	0.66	0.33	0.19
ANKRD29	0.89	0.86	-0.38	0.39	-1.33	0.73
ANKRD30A	-1.29	0.03	1.74	0.95	-0.53	0.44
ANKRD30B	0.5	0.75	0.25	0.69	-0.3	0.36
ANKRD32	-0.63	0.18	0.36	0.72	1.48	0.05
ANKRD33	0.64	0.78	0.39	0.73	-0.65	0.49
ANKRD34A	-0.73	0.13	-0.79	0.11	-0.41	0.4
ANKRD34B	-0.68	0.15	-0.74	0.13	-3.58	0.99
ANKRD35	0.05	0.69	-0.24	0.53	-1.18	0.68
ANKRD36	-0.63	0.18	0.36	0.72	-0.39	0.39
ANKRD37	-0.3	0.49	-0.32	0.44	-0.43	0.4
ANKRD39	-0.26	0.52	-0.29	0.48	-1.91	0.87
ANKRD40	0.88	0.86	0.66	0.82	0.24	0.21
ANKRD42	-0.43	0.34	-0.47	0.3	1.02	0.09
ANKRD44	-0.5	0.28	-0.54	0.24	-0.68	0.5
ANKRD45	-0.3	0.48	0.71	0.83	-0.69	0.5
ANKRD46	-0.3	0.49	-0.32	0.44	-0.45	0.41
ANKRD49	-0.24	0.55	0.79	0.85	-0.9	0.58
ANKRD50	-1.75	0.01	-0.85	0.1	-3.15	0.98
ANKRD52	-1.18	0.04	-1.28	0.03	1.48	0.05
ANKRD53	-0.51	0.27	-0.55	0.24	-1.18	0.68
ANKRD54	-0.23	0.56	-0.25	0.52	0.05	0.25
ANKRD55	-0.78	0.11	0.2	0.68	-0.67	0.49
ANKRD6	0.6	0.77	-0.69	0.15	-1.07	0.64
ANKRD7	-0.25	0.54	-0.27	0.5	-1.32	0.73
ANKS1A	1.07	0.9	0.57	0.79	0.06	0.25
ANKS1B	-1.33	0.03	0.65	0.82	0.45	0.17
ANKS3	1.66	0.93	1.2	0.9	-1.33	0.73
ANKS4B	0.72	0.81	0.49	0.76	-0.47	0.42
ANKS6	-0.93	0.07	-1.01	0.06	-1.43	0.76
ANKZF1	-0.98	0.06	-1.07	0.05	0.06	0.25
ANLN	0.07	0.69	-0.22	0.55	-1.26	0.7
ANO1	0.09	0.69	-0.19	0.57	-1.39	0.75
ANO10	0.44	0.74	-0.86	0.09	-1.69	0.83
ANO3	1.34	0.92	0.87	0.87	-0.84	0.56
ANO4	-0.88	0.09	-0.95	0.07	0.84	0.11
ANO5	-1.04	0.05	-0.08	0.64	-0.76	0.53
ANO6	0.17	0.7	-1.15	0.04	-1.82	0.85
ANO7	1.33	0.92	0.85	0.87	-0.82	0.55
ANO8	-0.98	0.06	-0.01	0.64	-2.08	0.9
ANO9	0.32	0.71	0.05	0.65	-1.52	0.79
ANP32A	-0.36	0.41	-0.39	0.37	1.83	0.03
ANP32B	-0.22	0.57	-0.24	0.52	1.47	0.05
ANP32D	0.94	0.88	0.72	0.84	-0.86	0.57
ANP32E	-0.23	0.56	-0.25	0.52	0.79	0.11
ANPEP	3.34	0.99	1.4	0.92	-1.5	0.78
ANTXR1	-0.74	0.13	0.24	0.69	-0.68	0.5
ANTXR2	0.92	0.87	-0.34	0.42	-0.4	0.4
ANXA1	-0.39	0.38	-0.43	0.34	-0.2	0.33
ANXA10	-0.39	0.38	1.66	0.95	-1.31	0.72
ANXA11	-0.45	0.32	-0.49	0.29	-1.25	0.7
ANXA13	-0.54	0.24	-0.59	0.21	-0.92	0.59
ANXA2	-0.52	0.26	0.48	0.76	-1.06	0.64
ANXA2R	-0.24	0.55	-0.26	0.51	-3.01	0.98
ANXA3	-0.39	0.38	0.61	0.8	-0.76	0.53
ANXA4	-0.41	0.36	-0.45	0.32	-0.95	0.6
ANXA5	-0.38	0.39	-0.42	0.35	-0.81	0.55
ANXA6	-0.61	0.19	0.39	0.73	-0.49	0.43
ANXA7	-0.52	0.26	0.48	0.76	0.21	0.21
ANXA8L1	1.14	0.91	0.94	0.88	-0.53	0.44
ANXA8L2	-0.1	0.67	-0.11	0.63	-0.19	0.33
ANXA9	-0.44	0.33	-0.48	0.3	-0.72	0.51
AOAH	-0.61	0.19	0.39	0.73	-1	0.62
AOC1	-1.17	0.04	-0.22	0.55	-1.74	0.84
AOC2	0.11	0.69	-0.18	0.58	-0.88	0.58
AOC3	0.15	0.69	-0.13	0.61	-0.71	0.51
AOX1	-0.35	0.42	-1.71	0.01	-1.66	0.82
AP1AR	-0.3	0.48	-0.33	0.44	-0.39	0.39
AP1B1	-1.45	0.02	-1.57	0.02	-0.65	0.49
AP1G1	-0.92	0.07	-1	0.06	2.44	0.01
AP1G2	0.23	0.7	-1.09	0.05	0.45	0.17
AP1M1	0.63	0.78	1.43	0.92	-0.94	0.6
AP1M2	-0.51	0.27	-0.55	0.24	-2.11	0.91
AP1S1	-0.2	0.59	-0.22	0.55	-0.52	0.44
AP1S2	-0.2	0.59	-0.22	0.55	1.82	0.03
AP1S3	-0.14	0.64	-0.16	0.6	0.32	0.19
AP2A1	0.23	0.7	1	0.88	-0.69	0.5
AP2A2	1.44	0.92	0.97	0.88	-1.77	0.84
AP2B1	1.42	0.92	0.95	0.88	1.24	0.07
AP2M1	0.66	0.79	-0.62	0.19	1.07	0.08
AP2S1	-0.26	0.53	-0.28	0.49	-0.33	0.37
AP3B1	0.17	0.7	0.93	0.88	0.2	0.21
AP3B2	-1.15	0.04	-1.24	0.03	-1.11	0.66
AP3D1	-0.67	0.16	0.03	0.65	-2.36	0.94
AP3M1	-0.53	0.25	0.46	0.75	1.91	0.02
AP3M2	-0.5	0.28	-0.54	0.24	-1.42	0.75
AP3S1	-0.2	0.59	-0.22	0.55	2.66	0.01
AP3S2	-0.28	0.5	-0.31	0.46	-1.23	0.7
AP4B1	-0.93	0.07	0.04	0.65	-0.9	0.58
AP4E1	0.03	0.68	-0.26	0.51	0.51	0.15
AP4M1	3	0.98	1.32	0.91	-0.44	0.41
AP4S1	-0.22	0.57	-0.24	0.52	0.38	0.18
AP5B1	-0.88	0.08	-0.96	0.07	-1.62	0.81
AP5M1	-0.57	0.22	-0.62	0.19	0.56	0.15
AP5S1	-0.36	0.41	-0.39	0.37	-1.36	0.74
AP5Z1	1.21	0.91	0.72	0.84	-1.75	0.84
APAF1	-1.31	0.03	-0.38	0.39	0.44	0.17
APBA1	0.19	0.7	-0.09	0.63	-0.35	0.38
APBA2	0.03	0.68	1.83	0.96	-1.81	0.85
APBA3	-0.51	0.27	0.49	0.76	-2.62	0.96
APBB1	-0.91	0.08	-0.99	0.07	0.34	0.19
APBB1IP	-0.7	0.14	0.29	0.7	-2.76	0.97
APBB2	-0.95	0.07	-1.03	0.06	-1.47	0.77
APBB3	0.62	0.78	1.42	0.92	1.14	0.07
APC	-0.69	0.15	-1.32	0.03	0.08	0.24
APC2	0.13	0.69	0.9	0.87	-2.76	0.97
APCDD1	0.62	0.78	1.42	0.92	-1.71	0.83
APCDD1L	-0.46	0.31	-0.5	0.28	-1.66	0.82
APCS	-0.32	0.46	-0.35	0.41	-1.52	0.79
APEH	-0.73	0.13	-0.79	0.11	0.26	0.2
APEX1	-0.48	0.29	-0.52	0.26	-0.79	0.54
APEX2	2.02	0.96	1.59	0.94	0.16	0.23
APH1A	-0.36	0.42	-0.39	0.38	1.87	0.03
APH1B	-0.29	0.49	-0.32	0.45	-0.22	0.34
API5	-0.56	0.23	-0.61	0.2	0.83	0.11
APIP	-0.26	0.52	0.76	0.85	-1.06	0.64
APITD1	-0.1	0.67	-0.11	0.63	-2.3	0.93
APITD1-CORT	-0.18	0.61	0.85	0.87	-2.3	0.93
APLF	-0.51	0.26	-0.56	0.23	0.34	0.19
APLNR	0.46	0.74	0.2	0.68	0.11	0.24
APLP1	0.33	0.72	0.06	0.66	-0.47	0.42
APLP2	-0.88	0.08	-0.96	0.07	-1.23	0.69
APMAP	0.6	0.77	0.36	0.72	-1.94	0.88
APOA1	-0.39	0.39	-0.42	0.35	-0.18	0.32
APOA1BP	0.97	0.88	0.76	0.85	-0.42	0.4
APOA2	-0.14	0.64	-0.16	0.6	-1.43	0.76
APOA4	0.62	0.78	1.42	0.92	-0.42	0.4
APOA5	0.84	0.85	0.61	0.8	-0.88	0.58
APOB	-1.61	0.01	-3.66	0	-1.03	0.63
APOBEC1	1.01	0.89	0.8	0.86	-1.34	0.73
APOBEC2	-0.4	0.37	-0.44	0.33	-1.22	0.69
APOBEC3A	-0.26	0.52	-0.29	0.48	-0.95	0.6
APOBEC3B	0.72	0.81	-0.57	0.23	-1.45	0.76
APOBEC3C	-0.2	0.59	-0.22	0.55	-1.3	0.72
APOBEC3D	-0.52	0.26	-0.57	0.23	-1.36	0.74
APOBEC3F	-0.65	0.17	0.34	0.71	-1.51	0.78
APOBEC3G	-0.53	0.25	-0.58	0.22	-1.14	0.67
APOBEC3H	-0.32	0.46	-0.34	0.42	-1.31	0.72
APOBEC4	0.82	0.84	0.59	0.8	-0.91	0.59
APOBR	-0.75	0.12	0.23	0.69	-1.75	0.84
APOC1	-0.12	0.66	-0.13	0.62	-2	0.89
APOC2	-0.13	0.65	-0.15	0.61	-2	0.89
APOC3	-0.2	0.59	-0.22	0.54	-1.69	0.83
APOC4	-0.23	0.56	-0.25	0.52	-0.31	0.37
APOD	-0.26	0.53	0.76	0.85	-1.76	0.84
APOE	-0.28	0.51	-0.3	0.46	-1.26	0.71
APOF	0.78	0.83	0.55	0.78	-0.25	0.34
APOH	0.76	0.82	-0.52	0.27	-1.83	0.86
APOL1	-0.53	0.25	-0.58	0.22	-1.65	0.82
APOL2	-0.49	0.29	-0.53	0.25	-2.44	0.94
APOL3	0.71	0.81	0.47	0.75	-1.93	0.87
APOL5	0.68	0.8	2.53	0.98	-1.38	0.74
APOL6	-0.56	0.23	-0.61	0.2	-2.61	0.96
APOLD1	0.97	0.88	0.75	0.84	-0.02	0.28
APOM	-0.24	0.55	-0.27	0.5	0.32	0.19
APOO	-0.19	0.6	-0.21	0.56	0.58	0.14
APOOL	-0.17	0.62	-0.19	0.58	0.99	0.09
APOPT1	-0.2	0.59	-0.22	0.55	-2.22	0.92
APP	-1.06	0.05	-1.14	0.05	-1.09	0.65
APPBP2	-0.7	0.14	0.29	0.7	2.05	0.02
APPL1	-0.71	0.14	-0.77	0.12	1.27	0.06
APPL2	2.92	0.98	1.23	0.9	-2.48	0.95
APRT	0.93	0.87	0.71	0.83	-1.41	0.75
APTX	-0.34	0.44	-0.37	0.4	0.84	0.11
AQP1	-0.43	0.34	-0.47	0.31	-0.54	0.45
AQP10	-0.41	0.36	-0.44	0.33	-0.16	0.32
AQP11	-0.32	0.46	-0.35	0.41	0.92	0.1
AQP12B	2.23	0.97	0.78	0.85	-0.63	0.48
AQP2	0.78	0.83	0.55	0.78	-0.62	0.48
AQP3	0.88	0.86	0.66	0.82	-0.32	0.37
AQP4	0.89	0.86	-0.37	0.39	-0.31	0.37
AQP5	0.76	0.82	-0.52	0.27	-0.95	0.6
AQP6	-0.47	0.3	-0.52	0.27	-1.13	0.66
AQP8	-0.42	0.35	-0.46	0.32	-1.98	0.89
AQP9	0.87	0.86	-0.4	0.37	-1.11	0.66
AQR	2.22	0.97	-1.61	0.01	-0.19	0.32
AR	0.5	0.75	0.25	0.69	-0.11	0.3
ARAF	-0.54	0.24	-0.59	0.21	0.42	0.17
ARAP1	1.02	0.89	0.52	0.77	-1.02	0.62
ARAP2	-0.45	0.31	0.26	0.69	-0.61	0.47
ARAP3	-0.4	0.37	-0.73	0.14	0.27	0.2
ARC	0.88	0.86	0.66	0.82	-1.07	0.64
ARCN1	-0.67	0.16	-0.72	0.14	1.2	0.07
AREG	-0.18	0.61	-0.2	0.56	-0.74	0.52
AREL1	-1.06	0.05	-0.1	0.63	0.48	0.16
ARF1	-0.37	0.41	-0.4	0.37	0.38	0.18
ARF3	-0.24	0.55	0.78	0.85	0.88	0.1
ARF4	-0.24	0.55	-0.27	0.5	2.09	0.02
ARF5	-0.26	0.53	-0.28	0.49	0.7	0.12
ARF6	-0.38	0.39	-0.42	0.35	1.59	0.04
ARFGAP1	-0.55	0.24	-0.59	0.21	-2.92	0.97
ARFGAP2	-0.55	0.23	-0.6	0.2	-0.23	0.34
ARFGAP3	0.65	0.79	0.41	0.73	-2.83	0.97
ARFGEF1	0.49	0.74	-2.14	0.01	1.47	0.05
ARFGEF2	-1.92	0.01	-2.07	0.01	-1.11	0.66
ARFIP1	-0.44	0.33	-0.48	0.3	1.34	0.06
ARFIP2	0.78	0.83	0.55	0.78	1.89	0.02
ARFRP1	-0.35	0.43	-0.38	0.39	-2.11	0.91
ARG1	-0.47	0.3	-0.52	0.27	-0.66	0.49
ARG2	-0.43	0.34	-0.47	0.31	0.49	0.16
ARGFX	-0.41	0.36	-0.45	0.32	-0.22	0.34
ARGLU1	-0.4	0.37	-0.44	0.33	2	0.02
ARHGAP1	0.68	0.8	1.48	0.93	-0.1	0.3
ARHGAP10	0.27	0.71	0	0.65	-1.63	0.81
ARHGAP11A	0.13	0.69	-1.2	0.04	0.32	0.19
ARHGAP11B	-0.41	0.36	-0.45	0.32	0.32	0.19
ARHGAP12	0.32	0.71	0.05	0.65	-0.27	0.35
ARHGAP15	0.71	0.81	0.47	0.75	1.03	0.09
ARHGAP17	-0.9	0.08	-0.97	0.07	-1.28	0.71
ARHGAP18	-0.82	0.1	0.16	0.67	-1.08	0.65
ARHGAP19	0.73	0.81	-0.55	0.24	-0.12	0.3
ARHGAP20	-0.04	0.68	-1.39	0.02	-1.18	0.68
